Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.977	509.36	21.684%	125.907	21.351%	0.0539	0.972
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.988	63.458	27.119%	11.079	15.444%	0.10747	0.986
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.994	124.173	21.558%	22.155	11.27%	0.07247	0.993
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.995	243.839	16.191%	44.996	10.477%	0.03546	0.995
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.986	99.693	26.585%	19.057	17.355%	0.10649	0.984
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.996	105.498	19.537%	18.989	9.008%	0.07472	0.996
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.994	160.308	28.678%	38.656	16.446%	0.09889	0.994
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.995	200.67	22.726%	45.946	13.779%	0.06172	0.995
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.98	217.914	35.318%	51.439	28.627%	0.11368	0.979
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.991	182.144	25.618%	36.626	17.201%	0.08272	0.991
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.994	194.935	24.036%	42.818	14.04%	0.06999	0.994
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.997	308.784	21.473%	61.69	10.615%	0.07005	0.997
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.988	171.114	26.57%	31.507	15.809%	0.10485	0.987
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.989	102.433	28.218%	17.876	16.289%	0.10227	0.987
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.995	96.301	18.034%	17.415	10.384%	0.06032	0.994
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	303	0.976	99.045	32.688%	19.364	22.806%	0.15378	0.971
X1168944c.5451.4a18.8758.88bf5723bdd9..Panc.AdenoCA..DO34680	1169	0.987	219.866	18.808%	48.138	16.185%	0.04461	0.984
X129459c1.38be.45da.bb87.18848c97c544..Panc.AdenoCA..DO51536	575	0.998	82.938	14.424%	13.686	6.846%	0.04931	0.997
X12f038e1.00af.4c64.a2e0.9e63323492ef..Panc.AdenoCA..DO33512	641	0.992	147.741	23.049%	24.97	12.64%	0.08521	0.991
X1327bbd4.a466.4e26.905f.cf91315f1cc8..Panc.AdenoCA..DO49422	387	0.995	85.161	22.005%	14.726	10.718%	0.08237	0.995
