Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.974	534.346	22.748%	135.27	22.939%	0.05807	0.968
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.985	76.072	32.509%	13.175	18.366%	0.12537	0.983
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.993	130.552	22.665%	23.649	12.03%	0.07662	0.992
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.994	253.3	16.819%	47.473	11.054%	0.03647	0.994
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.972	144.777	38.607%	29.701	27.049%	0.16885	0.968
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.996	107.186	19.849%	19.656	9.325%	0.07415	0.996
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.994	142.442	25.482%	34.194	14.548%	0.08773	0.994
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.994	167.499	18.969%	40.336	12.097%	0.05229	0.993
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.977	189.519	30.716%	46.881	26.091%	0.09717	0.975
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.991	185.481	26.087%	37.972	17.833%	0.08831	0.991
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.994	175.814	21.679%	38.383	12.585%	0.0608	0.994
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.994	226.818	15.773%	63.027	10.845%	0.05203	0.994
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.986	200.847	31.187%	37.652	18.892%	0.11534	0.984
