Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.994	273.915	11.661%	62.39	10.58%	0.01783	0.993
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.995	43.953	18.783%	7.598	10.592%	0.07277	0.994
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.995	107.777	18.711%	18.939	9.634%	0.0628	0.995
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.997	160.233	10.64%	32.857	7.651%	0.01948	0.997
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.993	71.925	19.18%	12.832	11.686%	0.07109	0.992
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.998	74.023	13.708%	13.329	6.323%	0.06966	0.998
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	70.304	12.577%	13.382	5.693%	0.04315	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.999	103.456	11.716%	18.719	5.614%	0.02982	0.999
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.996	89.255	14.466%	15.098	8.402%	0.04931	0.996
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.997	109.519	15.404%	16.836	7.907%	0.04618	0.996
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.999	100.484	12.39%	18.171	5.958%	0.03594	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.999	125.6	8.734%	24.709	4.251%	0.02853	0.999
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.996	94.21	14.629%	16.803	8.431%	0.0561	0.996
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.992	77.527	21.357%	13.91	12.675%	0.07444	0.991
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.997	81.324	15.229%	13.051	7.782%	0.04407	0.997
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	303	0.989	72.513	23.932%	12.819	15.098%	0.09042	0.988
X1168944c.5451.4a18.8758.88bf5723bdd9..Panc.AdenoCA..DO34680	1169	0.995	155.21	13.277%	29.826	10.028%	0.02866	0.994
