Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.993	289.108	12.308%	71.002	12.04%	0.01826	0.991
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.994	45.536	19.46%	8.248	11.498%	0.07516	0.993
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.996	107.441	18.653%	18.13	9.222%	0.06742	0.995
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.997	162.531	10.792%	31.601	7.358%	0.01819	0.997
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.995	66.43	17.715%	11.543	10.512%	0.07404	0.994
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.998	74.456	13.788%	13.464	6.387%	0.06906	0.998
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	73.537	13.155%	13.789	5.866%	0.04406	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.999	90.055	10.199%	15.007	4.501%	0.03102	0.999
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.997	81.845	13.265%	13.797	7.678%	0.04431	0.997
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.997	109.325	15.376%	17.398	8.171%	0.04773	0.996
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.999	102.08	12.587%	18.072	5.926%	0.03341	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.999	149.587	10.402%	29.518	5.079%	0.03604	0.999
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.996	99.711	15.483%	17.2	8.63%	0.05097	0.996
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.992	76.9	21.185%	13.801	12.576%	0.07316	0.991
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.997	82.472	15.444%	13.249	7.9%	0.04431	0.997
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	303	0.99	77.011	25.416%	13.056	15.377%	0.09283	0.988
X1168944c.5451.4a18.8758.88bf5723bdd9..Panc.AdenoCA..DO34680	1169	0.995	158.108	13.525%	28.83	9.693%	0.03334	0.994
X129459c1.38be.45da.bb87.18848c97c544..Panc.AdenoCA..DO51536	575	0.998	76.57	13.317%	12.655	6.331%	0.04345	0.998
X12f038e1.00af.4c64.a2e0.9e63323492ef..Panc.AdenoCA..DO33512	641	0.997	86.393	13.478%	15.382	7.786%	0.04806	0.997
X1327bbd4.a466.4e26.905f.cf91315f1cc8..Panc.AdenoCA..DO49422	387	0.996	70.283	18.161%	11.967	8.71%	0.07563	0.996
X1447c8cb.25d4.4092.8919.4df08f898d2d..Panc.AdenoCA..DO32984	630	0.996	100.097	15.888%	22.946	9.501%	0.05074	0.995
X170ad241.9e24.469b.b7ca.3fd783a89b21..Panc.AdenoCA..DO49430	766	0.999	83.768	10.936%	13.722	4.881%	0.03473	0.999
X1776f326.b12f.4355.8107.80fa6fcd2159..Panc.AdenoCA..DO51513	309	0.993	55.781	18.052%	10.434	12.051%	0.07457	0.991
X183b04f5.107f.496c.8e9a.8263dd00cffa..Panc.AdenoCA..DO51491	1475	0.999	139.43	9.453%	27.465	4.897%	0.02406	0.999
X1a0ef226.41a5.4b56.9078.4b7834f0c976..Panc.AdenoCA..DO35376	502	0.997	79.935	15.923%	13.232	7.788%	0.05185	0.997
X1a841850.fca0.48ab.8c78.db0bd5a64435..Panc.AdenoCA..DO33344	1303	0.999	98.471	7.557%	18.148	3.612%	0.01644	0.999
X1ac54c6e.a1e4.4f3b.b4a5.cdb327e0dca6..Panc.AdenoCA..DO34817	542	0.998	64.927	11.979%	13.241	6.249%	0.04811	0.998
X1b0fe1d5.b286.4f49.ae92.94d9c6db9657..Panc.AdenoCA..DO35230	580	0.997	99.057	17.079%	16.249	8.134%	0.06086	0.997
X1c28e44a.6e6c.44ed.b58a.e3262c0e6759..Panc.AdenoCA..DO51544	455	0.996	77.426	17.017%	13.565	9.121%	0.06954	0.995
X1c9fbe26.1447.4335.aaab.06d6bb3e2741..Panc.AdenoCA..DO49078	321	0.994	58.915	18.354%	10.258	11.247%	0.06949	0.993
X1e181878.c640.4e91.a620.3fc4b08a4de1..Panc.AdenoCA..DO33008	865	0.994	120.814	13.967%	24.668	10.9%	0.03261	0.993
X1f81a1b0.8089.44ef.87b5.b3359a407ad2..Panc.AdenoCA..DO33128	209	0.984	48.506	23.209%	8.933	17.963%	0.09111	0.98
X20d1b88b.3ff6.4201.a748.6a993500c652..Panc.AdenoCA..DO32972	217	0.982	61.153	28.181%	12.212	18.761%	0.14062	0.979
X2102558b.87b0.447b.bb9a.e4ae9df8b75e..Panc.AdenoCA..DO33032	844	0.999	97.232	11.52%	17.783	5.068%	0.04003	0.999
X21b1a37f.e91e.4ce1.83cf.bb89b8d0fb35..Panc.AdenoCA..DO33028	403	0.994	78.36	19.444%	14.486	10.696%	0.10371	0.994
X228fb827.c05e.494c.8a21.e1d925e100cb..Panc.AdenoCA..DO51537	660	0.999	79.006	11.971%	12.93	5.179%	0.05642	0.999
X230f53ef.be3f.495e.9b95.b0f670bd6908..Panc.AdenoCA..DO51508	54	0.96	26.128	48.385%	4.322	28.015%	0.41532	0.953
