Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.996	222.391	9.467%	51.362	8.71%	0.01441	0.995
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.992	50.528	21.593%	8.95	12.476%	0.08235	0.991
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.994	116.746	20.268%	20.78	10.57%	0.08127	0.994
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.996	176.39	11.712%	37.636	8.763%	0.02132	0.996
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.992	76.814	20.484%	13.903	12.662%	0.0796	0.991
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.998	74.421	13.782%	13.285	6.302%	0.06593	0.998
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	86.937	15.552%	16.336	6.95%	0.04991	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.998	119.902	13.579%	21.936	6.579%	0.03434	0.998
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.997	90.089	14.601%	15.011	8.354%	0.04855	0.996
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.996	112.87	15.875%	18.152	8.525%	0.04983	0.996
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.999	99.549	12.275%	19.026	6.238%	0.03323	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.999	136.119	9.466%	26.568	4.571%	0.03048	0.999
