Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.973	540.021	22.989%	136.56	23.157%	0.05864	0.967
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.985	75.93	32.449%	13.165	18.352%	0.12598	0.983
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.993	130.205	22.605%	23.538	11.973%	0.07669	0.992
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.994	253.716	16.847%	47.694	11.105%	0.03644	0.994
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.971	144.818	38.618%	29.752	27.095%	0.16887	0.968
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.996	107.57	19.92%	19.717	9.354%	0.07433	0.996
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.994	142.038	25.409%	34.31	14.597%	0.08826	0.994
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.994	166.623	18.87%	40.172	12.048%	0.05198	0.993
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.977	189.985	30.792%	46.811	26.052%	0.09795	0.975
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.991	185.645	26.11%	37.946	17.821%	0.08797	0.991
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.994	176.342	21.744%	38.334	12.569%	0.06122	0.994
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.994	226.658	15.762%	62.821	10.809%	0.05153	0.994
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.986	200.838	31.186%	37.794	18.963%	0.11567	0.984
