Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.99	330.877	14.086%	83.639	14.183%	0.02392	0.988
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.991	56.323	24.07%	9.632	13.427%	0.09156	0.99
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.994	117.155	20.339%	20.794	10.577%	0.07841	0.994
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.996	209.973	13.942%	39.572	9.214%	0.02734	0.995
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.989	85.793	22.878%	16.486	15.014%	0.08604	0.987
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.997	87.344	16.175%	15.652	7.425%	0.07847	0.997
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	86.316	15.441%	15.557	6.619%	0.0525	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.998	105.197	11.914%	19.47	5.839%	0.03153	0.998
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.996	99.17	16.073%	16.031	8.922%	0.04858	0.995
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.995	123.941	17.432%	20.868	9.8%	0.055	0.995
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.998	112.336	13.852%	19.864	6.513%	0.04082	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.998	170.27	11.841%	33.261	5.723%	0.04173	0.998
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.992	131.284	20.386%	24.984	12.536%	0.07951	0.991
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.991	80.768	22.25%	14.59	13.295%	0.08274	0.99
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.996	86.618	16.221%	15.073	8.988%	0.04805	0.996
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	303	0.984	89.702	29.605%	15.979	18.82%	0.1137	0.982
