Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.979	502.785	21.404%	120.799	20.485%	0.05755	0.974
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.989	62.031	26.509%	10.667	14.87%	0.10493	0.987
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.994	115.286	20.015%	20.922	10.642%	0.07752	0.994
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.996	211.663	14.055%	40.345	9.394%	0.0261	0.995
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.991	82.284	21.942%	15.259	13.897%	0.08013	0.989
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.997	94.977	17.588%	16.932	8.032%	0.08374	0.996
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	80.382	14.38%	15.066	6.41%	0.04879	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.998	112.417	12.731%	21.604	6.479%	0.03128	0.998
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.995	113.294	18.362%	18.733	10.425%	0.05845	0.994
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.995	132.901	18.692%	22.195	10.423%	0.05646	0.994
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.998	111.302	13.724%	20.407	6.691%	0.04038	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.998	176.549	12.277%	34.445	5.927%	0.04235	0.998
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.989	163.768	25.43%	29.609	14.857%	0.10791	0.987
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.991	81.867	22.553%	15.163	13.817%	0.08193	0.989
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.995	96.124	18.001%	17.376	10.361%	0.0597	0.994
