Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	2349	0.995	246.677	10.501%	59.941	10.165%	0.01573	0.994
X02c97e2b.914e.4afc.bf50.78f0cfbfa67b..Panc.AdenoCA..DO35184	234	0.995	40.724	17.403%	7.154	9.973%	0.06762	0.995
X02e5c36f.5bec.45e2.a048.875653b85ca1..Panc.AdenoCA..DO34616	576	0.996	100.627	17.47%	17.449	8.876%	0.0634	0.996
X03c3c692.8a86.4843.85ae.e045f0fa6f88..Panc.AdenoCA..DO32831	1506	0.998	159.188	10.57%	30.536	7.11%	0.0219	0.997
X046d7386.95c8.4501.9e55.c85bec272a7a..Panc.AdenoCA..DO34432	375	0.995	62.021	16.539%	10.825	9.858%	0.06658	0.995
X05070acd.3ec1.44bb.9c32.26d3a483a72a..Panc.AdenoCA..DO32860	540	0.998	73.849	13.676%	13.199	6.262%	0.07226	0.998
X0554ffe5.31f7.43f5.8372.2b73c9cf3527..Panc.AdenoCA..DO49076	559	0.998	87.188	15.597%	16.208	6.896%	0.05078	0.998
X079bcb09.a075.4313.9a3e.dd67734a8c5d..Panc.AdenoCA..DO221540	883	0.999	107.481	12.172%	20.013	6.002%	0.03402	0.999
X0972bfcf.c6c6.48cc.b820.cdfa6279a4f3..Panc.AdenoCA..DO51467	617	0.997	84.551	13.704%	13.864	7.716%	0.04729	0.997
X09cb8bc5.13ac.44ac.9b7d.6de143373570..Panc.AdenoCA..DO51524	711	0.997	102.473	14.413%	16.495	7.747%	0.04258	0.997
X09e1fe3e.bfd8.4175.ac42.0e1bf0ba5523..Panc.AdenoCA..DO51500	811	0.998	104.38	12.871%	18.849	6.18%	0.03667	0.998
X0b29c893.03bf.4131.b192.c14a2788d411..Panc.AdenoCA..DO49418	1438	0.999	153.895	10.702%	30.17	5.191%	0.03451	0.999
X0cf9bbc2.cbd5.4b64.8d90.cfa416307b39..Panc.AdenoCA..DO33488	644	0.997	93.418	14.506%	15.337	7.695%	0.05487	0.997
X0efee3f3.313b.44eb.b3b0.af975a1ded82..Panc.AdenoCA..DO49442	363	0.993	73.958	20.374%	13.257	12.08%	0.06775	0.992
X0fbd94b1.bb34.4620.841b.861a0b5e0c12..Panc.AdenoCA..DO49087	534	0.997	84.048	15.739%	13.998	8.347%	0.0469	0.997
X0fc63b79.7fff.441d.88fc.922d53c787ab..Panc.AdenoCA..DO51535	303	0.992	72.847	24.042%	12.292	14.477%	0.08296	0.991
X1168944c.5451.4a18.8758.88bf5723bdd9..Panc.AdenoCA..DO34680	1169	0.995	151.195	12.934%	29.434	9.896%	0.03038	0.994
X129459c1.38be.45da.bb87.18848c97c544..Panc.AdenoCA..DO51536	575	0.998	82.78	14.397%	13.086	6.546%	0.04674	0.998
X12f038e1.00af.4c64.a2e0.9e63323492ef..Panc.AdenoCA..DO33512	641	0.997	85.888	13.399%	14.715	7.449%	0.0459	0.997
X1327bbd4.a466.4e26.905f.cf91315f1cc8..Panc.AdenoCA..DO49422	387	0.996	76.987	19.893%	13.435	9.778%	0.08236	0.995
X1447c8cb.25d4.4092.8919.4df08f898d2d..Panc.AdenoCA..DO32984	630	0.997	99.545	15.801%	20.12	8.331%	0.0521	0.997
X170ad241.9e24.469b.b7ca.3fd783a89b21..Panc.AdenoCA..DO49430	766	0.999	88.369	11.536%	14.439	5.136%	0.03298	0.999
X1776f326.b12f.4355.8107.80fa6fcd2159..Panc.AdenoCA..DO51513	309	0.993	55.135	17.843%	10.22	11.803%	0.0763	0.992
